,Model-FileName,TestedPair,ModelAccuracy,TrueWin,XLoss,MissedDeal,GoodZero,WINDOW,MAX_FORCAST_SIZE,TAKE_PROFIT,WinRatio,BuyMean
0,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_VeryDeep.h5,GMT/USDT,66.992,7.048,17.655,15.352,59.944,7,16,0.4,28.531,22.401
1,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_JUSTGood_v2.h5,GMT/USDT,75.994,1.954,3.559,20.447,74.04,7,16,0.4,35.443,22.401
2,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_true_win_model_Re7.h5,GMT/USDT,77.809,0.209,0.0,22.191,77.599,7,16,0.4,100.0,22.401
3,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_true_win_model_Re8.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
4,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_v5.h5,GMT/USDT,75.855,3.629,5.373,18.772,72.226,7,16,0.4,40.313,22.401
5,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_VeryDeep.h5,GMT/USDT,70.691,3.419,10.328,18.981,67.271,7,16,0.4,24.871,22.401
6,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_true_win_model_Re2.h5,GMT/USDT,69.365,5.024,13.259,17.376,64.341,7,16,0.4,27.479,22.401
7,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_vInit.h5,GMT/USDT,74.04,2.861,6.42,19.539,71.179,7,16,0.4,30.826,22.401
8,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_true_win_model_Re3.h5,GMT/USDT,69.295,4.606,12.91,17.795,64.689,7,16,0.4,26.296,22.401
9,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
10,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Anti-Model_v2.h5,GMT/USDT,76.902,1.047,1.745,21.354,75.855,7,16,0.4,37.5,22.401
11,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_true_win_model_Re4.h5,GMT/USDT,77.948,1.326,0.977,21.075,76.622,7,16,0.4,57.577,22.401
12,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_vInit.h5,GMT/USDT,66.364,4.885,16.12,17.516,61.479,7,16,0.4,23.256,22.401
13,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp42_w7_max16min_Model_true_win_model_Re1.h5,GMT/USDT,68.179,5.722,15.143,16.678,62.456,7,16,0.4,27.424,22.401
14,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Anti-Model_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
15,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_true_win_model_Re5.h5,GMT/USDT,77.879,0.488,0.209,21.912,77.39,7,16,0.4,70.014,22.401
16,/UltimeTradingBot/Data/AFTER_DEPTH_CLOSE/tp130_w7_max16min_Model_true_win_model_Re6.h5,GMT/USDT,77.948,0.419,0.07,21.982,77.53,7,16,0.4,85.685,22.401
17,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
18,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Anti-Model_v2.h5,GMT/USDT,42.847,13.747,48.5,8.653,29.1,7,16,0.4,22.085,22.401
19,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_vInit.h5,GMT/USDT,76.343,1.396,2.652,21.005,74.948,7,16,0.4,34.486,22.401
20,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_true_win_model_Re3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
21,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_true_win_model_Re6.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
22,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_BadVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
23,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re4.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
24,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
25,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Anti-Model_v2.h5,GMT/USDT,76.204,0.349,1.745,22.052,75.855,7,16,0.4,16.667,22.401
26,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
27,/UltimeTradingBot/Data/BUY_FIX/tp120_w7_max20min_Model_vInit.h5,GMT/USDT,74.04,0.907,4.466,21.493,73.133,7,16,0.4,16.881,22.401
28,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_BadVeryDeep_v2.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
29,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_VeryDeep.h5,GMT/USDT,77.181,0.279,0.698,22.121,76.902,7,16,0.4,28.557,22.401
30,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re6.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
31,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_GoodVeryDeep_v2.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
32,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
33,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_vInit.h5,GMT/USDT,76.064,0.349,1.884,22.052,75.715,7,16,0.4,15.629,22.401
34,/UltimeTradingBot/Data/BUY_FIX/tp120_w7_max20min_Model_VeryDeep.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
35,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_GoodVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
36,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
37,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_GoodVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
38,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_true_win_model_Re1.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
39,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_VeryDeep.h5,GMT/USDT,76.902,0.209,0.907,22.191,76.692,7,16,0.4,18.728,22.401
40,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Anti-Model_v2.h5,GMT/USDT,77.669,0.07,0.0,22.331,77.599,7,16,0.4,100.0,22.401
41,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_true_win_model_Re2.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
42,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
43,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_BadVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
44,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_true_win_model_Re1.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
45,/UltimeTradingBot/Data/BUY_FIX/tp120_w7_max20min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
46,/UltimeTradingBot/Data/BUY_FIX/tp43_w7_max3min_Model_true_win_model_Re4.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
47,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_vInit.h5,GMT/USDT,77.948,0.907,0.558,21.493,77.041,7,16,0.4,61.911,22.401
48,/UltimeTradingBot/Data/BUY_FIX/tp80_w7_max3min_Model_VeryDeep.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
49,/UltimeTradingBot/Data/BUY_FIX/tp77_w7_max7min_Model_true_win_model_Re5.h5,GMT/USDT,77.53,0.0,0.07,22.401,77.53,7,16,0.4,0.0,22.401
50,/UltimeTradingBot/Data/BUY_FIX/tp120_w7_max20min_Anti-Model_v2.h5,GMT/USDT,53.733,7.188,31.054,15.213,46.546,7,16,0.4,18.796,22.401
51,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re8.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
52,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re9.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
53,/UltimeTradingBot/Data/BUY_TEST/tp70_w7_max2min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
54,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
55,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re4.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
56,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_GoodVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
57,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
58,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_true_win_model_Re1.h5,GMT/USDT,77.46,0.0,0.14,22.401,77.46,7,16,0.4,0.0,22.401
59,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re{rrr}.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
60,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re8.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
61,/UltimeTradingBot/Data/BUY_TEST/tp70_w7_max2min_Model_VeryDeep.h5,GMT/USDT,77.041,0.558,1.117,21.842,76.483,7,16,0.4,33.313,22.401
62,/UltimeTradingBot/Data/BUY_TEST/tp70_w7_max2min_Model_true_win_model_Re3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
63,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re11.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
64,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Anti-Model_v2.h5,GMT/USDT,34.892,16.888,59.595,5.513,18.004,7,16,0.4,22.081,22.401
65,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re6.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
66,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
67,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_true_win_model_Re4.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
68,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_v4.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
69,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_true_win_model_Re2.h5,GMT/USDT,77.46,0.0,0.14,22.401,77.46,7,16,0.4,0.0,22.401
70,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
71,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re7.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
72,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_VeryDeep.h5,GMT/USDT,77.46,0.0,0.14,22.401,77.46,7,16,0.4,0.0,22.401
73,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_VeryDeep.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
74,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_vInit.h5,GMT/USDT,77.32,0.558,0.837,21.842,76.762,7,16,0.4,40.0,22.401
75,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
76,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
77,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re1.h5,GMT/USDT,77.739,0.14,0.0,22.261,77.599,7,16,0.4,100.0,22.401
78,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
79,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_VeryDeep.h5,GMT/USDT,75.785,3.35,5.164,19.051,72.435,7,16,0.4,39.347,22.401
80,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_v3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
81,/UltimeTradingBot/Data/BUY_TEST/tp30_w7_max2min_Model_true_win_model_Re9.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
82,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re7.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
83,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_vInit.h5,GMT/USDT,75.715,1.256,3.14,21.144,74.459,7,16,0.4,28.571,22.401
84,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_true_win_model_Re3.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
85,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re6.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
86,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_Re10.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
87,/UltimeTradingBot/Data/BUY_TEST/tp92_w7_max3min_Model_BadVeryDeep_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
88,/UltimeTradingBot/Data/BUY_TEST/tp70_w7_max2min_Model_true_win_model_Re2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
89,/UltimeTradingBot/Data/BUY_TEST/tp70_w7_max2min_Model_true_win_model_Re1.h5,GMT/USDT,77.46,0.0,0.14,22.401,77.46,7,16,0.4,0.0,22.401
90,/UltimeTradingBot/Data/BUY_TEST/tp150_w7_max2min_Model_true_win_model_v2.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
91,/UltimeTradingBot/Data/SELL_TEST/tp40_w7_max3min_Anti-Model_v2.h5,GMT/USDT,34.194,15.841,59.246,6.56,18.353,7,16,0.4,21.097,22.401
92,/UltimeTradingBot/Data/SELL_TEST/tp70_w7_max3min_Model_v5.h5,GMT/USDT,24.494,19.26,72.366,3.14,5.234,7,16,0.4,21.02,22.401
93,/UltimeTradingBot/Data/SELL_TEST/tp250_w7_max16min_Model_true_win_model_Re2.h5,GMT/USDT,75.925,0.977,2.652,21.424,74.948,7,16,0.4,26.922,22.401
94,/UltimeTradingBot/Data/SELL_TEST/tp40_w7_max3min_Model_v5.h5,GMT/USDT,77.599,0.0,0.0,22.401,77.599,7,16,0.4,,22.401
95,/UltimeTradingBot/Data/SELL_TEST/tp40_w7_max3min_Model_true_win_model_Re2.h5,GMT/USDT,71.668,2.791,8.723,19.609,68.876,7,16,0.4,24.24,22.401
96,/UltimeTradingBot/Data/SELL_TEST/tp40_w7_max3min_Model_true_win_model_Re1.h5,GMT/USDT,33.008,14.655,59.246,7.746,18.353,7,16,0.4,19.831,22.401
