,0,Pair,launch_week_stamp,launch_day_stamp,launch_minute
311,AVAXUSDT,AVAX/USDT,1600646400000,1600732800000,2020-09-22 06:30:00
312,HNTUSDT,HNT/USDT,1600646400000,1600905600000,2020-09-24 09:00:00
313,FLMBUSD,FLM/BUSD,1601251200000,1601251200000,2020-09-28 07:00:00
314,FLMUSDT,FLM/USDT,1601251200000,1601251200000,2020-09-28 07:00:00
315,CAKEBUSD,CAKE/BUSD,1601251200000,1601337600000,2020-09-29 08:00:00
316,UNIUPUSDT,UNIUP/USDT,1601251200000,1601424000000,2020-09-30 07:00:00
317,UNIDOWNUSDT,UNIDOWN/USDT,1601251200000,1601424000000,2020-09-30 07:00:00
318,ORNUSDT,ORN/USDT,1601251200000,1601424000000,2020-09-30 06:00:00
319,UTKUSDT,UTK/USDT,1601251200000,1601596800000,2020-10-02 06:00:00
320,XVSBUSD,XVS/BUSD,1601856000000,1601942400000,2020-10-06 05:00:00
321,XVSUSDT,XVS/USDT,1601856000000,1601942400000,2020-10-06 05:00:00
322,ALPHABUSD,ALPHA/BUSD,1601856000000,1602288000000,2020-10-10 05:00:00
323,ALPHAUSDT,ALPHA/USDT,1601856000000,1602288000000,2020-10-10 05:00:00
324,VIDTBUSD,VIDT/BUSD,1601856000000,1602201600000,2020-10-09 14:00:00
325,AAVEBUSD,AAVE/BUSD,1602460800000,1602720000000,2020-10-15 03:00:00
326,AAVEUSDT,AAVE/USDT,1602460800000,1602720000000,2020-10-15 03:00:00
327,NEARBUSD,NEAR/BUSD,1602460800000,1602633600000,2020-10-14 05:00:00
328,NEARUSDT,NEAR/USDT,1602460800000,1602633600000,2020-10-14 05:00:00
329,SXPUPUSDT,SXPUP/USDT,1602460800000,1602720000000,2020-10-15 07:00:00
330,SXPDOWNUSDT,SXPDOWN/USDT,1602460800000,1602720000000,2020-10-15 07:00:00
331,FILBUSD,FIL/BUSD,1602460800000,1602720000000,2020-10-15 17:00:00
332,FILUSDT,FIL/USDT,1602460800000,1602720000000,2020-10-15 17:00:00
333,FILUPUSDT,FILUP/USDT,1603065600000,1603152000000,2020-10-20 07:00:00
334,FILDOWNUSDT,FILDOWN/USDT,1603065600000,1603152000000,2020-10-20 07:00:00
335,YFIUPUSDT,YFIUP/USDT,1603065600000,1603238400000,2020-10-21 07:00:00
336,YFIDOWNUSDT,YFIDOWN/USDT,1603065600000,1603238400000,2020-10-21 07:00:00
337,INJBUSD,INJ/BUSD,1603065600000,1603238400000,2020-10-21 04:00:00
338,INJUSDT,INJ/USDT,1603065600000,1603238400000,2020-10-21 04:00:00
339,AERGOBUSD,AERGO/BUSD,1603065600000,1603238400000,2020-10-21 10:00:00
340,ONEBUSD,ONE/BUSD,1603065600000,1603411200000,2020-10-23 10:00:00
341,AUDIOBUSD,AUDIO/BUSD,1603065600000,1603411200000,2020-10-23 19:00:00
342,AUDIOUSDT,AUDIO/USDT,1603065600000,1603411200000,2020-10-23 19:00:00
343,CTKBUSD,CTK/BUSD,1603670400000,1603756800000,2020-10-27 08:00:00
344,CTKUSDT,CTK/USDT,1603670400000,1603756800000,2020-10-27 08:00:00
345,BCHUPUSDT,BCHUP/USDT,1603670400000,1603843200000,2020-10-28 07:00:00
346,BCHDOWNUSDT,BCHDOWN/USDT,1603670400000,1603843200000,2020-10-28 07:00:00
347,BOTBUSD,BOT/BUSD,1603670400000,1603929600000,2020-10-29 08:00:00
348,AKROUSDT,AKRO/USDT,1604275200000,1604275200000,2020-11-02 07:00:00
349,KP3RBUSD,KP3R/BUSD,1604275200000,1604361600000,2020-11-03 12:00:00
350,AXSBUSD,AXS/BUSD,1604275200000,1604448000000,2020-11-04 13:00:00
351,AXSUSDT,AXS/USDT,1604275200000,1604448000000,2020-11-04 13:00:00
352,HARDBUSD,HARD/BUSD,1604275200000,1604620800000,2020-11-06 06:00:00
353,HARDUSDT,HARD/USDT,1604275200000,1604620800000,2020-11-06 06:00:00
354,DNTBUSD,DNT/BUSD,1604880000000,1604966400000,2020-11-10 06:00:00
355,DNTUSDT,DNT/USDT,1604880000000,1604966400000,2020-11-10 06:00:00
356,CVPBUSD,CVP/BUSD,1605484800000,1605484800000,2020-11-16 06:00:00
357,STRAXBUSD,STRAX/BUSD,1605484800000,1605657600000,2020-11-18 03:00:00
358,STRAXUSDT,STRAX/USDT,1605484800000,1605657600000,2020-11-18 03:00:00
359,FORBUSD,FOR/BUSD,1605484800000,1605571200000,2020-11-17 12:30:00
360,UNFIBUSD,UNFI/BUSD,1605484800000,1605744000000,2020-11-19 06:00:00
361,UNFIUSDT,UNFI/USDT,1605484800000,1605744000000,2020-11-19 06:00:00
362,FRONTBUSD,FRONT/BUSD,1605484800000,1605657600000,2020-11-18 08:00:00
363,BCHABUSD,BCHA/BUSD,1605484800000,1605657600000,2020-11-18 11:00:00
364,ROSEBUSD,ROSE/BUSD,1605484800000,1605744000000,2020-11-19 08:00:00
365,ROSEUSDT,ROSE/USDT,1605484800000,1605744000000,2020-11-19 08:00:00
366,AVAUSDT,AVA/USDT,1606089600000,1606176000000,2020-11-24 13:00:00
367,SYSBUSD,SYS/BUSD,1606089600000,1606176000000,2020-11-24 13:00:00
368,XEMUSDT,XEM/USDT,1606089600000,1606176000000,2020-11-24 13:00:00
369,HEGICBUSD,HEGIC/BUSD,1606089600000,1606262400000,2020-11-25 09:30:00
370,AAVEUPUSDT,AAVEUP/USDT,1606089600000,1606348800000,2020-11-26 07:00:00
371,AAVEDOWNUSDT,AAVEDOWN/USDT,1606089600000,1606348800000,2020-11-26 07:00:00
372,PROMBUSD,PROM/BUSD,1606089600000,1606348800000,2020-11-26 07:00:00
373,SKLBUSD,SKL/BUSD,1606694400000,1606780800000,2020-12-01 01:00:00
374,SKLUSDT,SKL/USDT,1606694400000,1606780800000,2020-12-01 01:00:00
375,SUSDUSDT,SUSD/USDT,1606694400000,1607040000000,2020-12-04 11:00:00
376,COVERBUSD,COVER/BUSD,1606694400000,1607126400000,2020-12-05 05:00:00
377,GHSTBUSD,GHST/BUSD,1607299200000,1607385600000,2020-12-08 05:30:00
378,SUSHIUPUSDT,SUSHIUP/USDT,1607299200000,1607558400000,2020-12-10 07:00:00
379,SUSHIDOWNUSDT,SUSHIDOWN/USDT,1607299200000,1607558400000,2020-12-10 07:00:00
380,XLMUPUSDT,XLMUP/USDT,1607299200000,1607644800000,2020-12-11 07:00:00
381,XLMDOWNUSDT,XLMDOWN/USDT,1607299200000,1607644800000,2020-12-11 07:00:00
382,DFBUSD,DF/BUSD,1607299200000,1607644800000,2020-12-11 10:00:00
383,GRTUSDT,GRT/USDT,1607904000000,1608163200000,2020-12-17 20:30:00
384,JUVBUSD,JUV/BUSD,1608508800000,1608508800000,2020-12-21 06:00:00
385,JUVUSDT,JUV/USDT,1608508800000,1608508800000,2020-12-21 06:00:00
386,PSGBUSD,PSG/BUSD,1608508800000,1608508800000,2020-12-21 06:00:00
387,PSGUSDT,PSG/USDT,1608508800000,1608508800000,2020-12-21 06:00:00
388,1INCHUSDT,1INCH/USDT,1608508800000,1608854400000,2020-12-25 05:00:00
389,REEFUSDT,REEF/USDT,1609113600000,1609200000000,2020-12-29 06:00:00
390,OGUSDT,OG/USDT,1609113600000,1609286400000,2020-12-30 06:00:00
391,ATMUSDT,ATM/USDT,1609113600000,1609286400000,2020-12-30 06:00:00
392,ASRUSDT,ASR/USDT,1609113600000,1609286400000,2020-12-30 06:00:00
393,CELOUSDT,CELO/USDT,1609718400000,1609804800000,2021-01-05 08:30:00
394,RIFUSDT,RIF/USDT,1609718400000,1609977600000,2021-01-07 13:00:00
395,BTCSTBUSD,BTCST/BUSD,1610323200000,1610496000000,2021-01-13 06:00:00
396,BTCSTUSDT,BTCST/USDT,1610323200000,1610496000000,2021-01-13 06:00:00
397,TRUBUSD,TRU/BUSD,1610928000000,1611014400000,2021-01-19 07:00:00
398,TRUUSDT,TRU/USDT,1610928000000,1611014400000,2021-01-19 07:00:00
399,DEXEBUSD,DEXE/BUSD,1610928000000,1611187200000,2021-01-21 08:00:00
400,USDCBUSD,USDC/BUSD,1611532800000,1611532800000,2021-01-25 10:00:00
401,TUSDBUSD,TUSD/BUSD,1611532800000,1611532800000,2021-01-25 10:00:00
402,PAXBUSD,PAX/BUSD,1611532800000,1611532800000,2021-01-25 10:00:00
403,CKBBUSD,CKB/BUSD,1611532800000,1611619200000,2021-01-26 12:00:00
404,CKBUSDT,CKB/USDT,1611532800000,1611619200000,2021-01-26 12:00:00
405,TWTBUSD,TWT/BUSD,1611532800000,1611705600000,2021-01-27 08:00:00
406,TWTUSDT,TWT/USDT,1611532800000,1611705600000,2021-01-27 08:00:00
407,FIROUSDT,FIRO/USDT,1611532800000,1611878400000,2021-01-29 02:00:00
408,LITBUSD,LIT/BUSD,1612137600000,1612396800000,2021-02-04 06:00:00
409,LITUSDT,LIT/USDT,1612137600000,1612396800000,2021-02-04 06:00:00
410,SFPBUSD,SFP/BUSD,1612742400000,1612742400000,2021-02-08 13:00:00
411,SFPUSDT,SFP/USDT,1612742400000,1612742400000,2021-02-08 13:00:00
412,FXSBUSD,FXS/BUSD,1613347200000,1613606400000,2021-02-18 09:00:00
413,DODOBUSD,DODO/BUSD,1613347200000,1613692800000,2021-02-19 10:00:00
414,DODOUSDT,DODO/USDT,1613347200000,1613692800000,2021-02-19 10:00:00
415,CAKEUSDT,CAKE/USDT,1613347200000,1613692800000,2021-02-19 06:00:00
416,BAKEBUSD,BAKE/BUSD,1613347200000,1613692800000,2021-02-19 06:00:00
417,UFTBUSD,UFT/BUSD,1613952000000,1614038400000,2021-02-23 09:00:00
418,1INCHBUSD,1INCH/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
419,BANDBUSD,BAND/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
420,GRTBUSD,GRT/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
421,IOSTBUSD,IOST/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
422,OMGBUSD,OMG/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
423,REEFBUSD,REEF/BUSD,1613952000000,1614038400000,2021-02-23 12:00:00
424,ACMBUSD,ACM/BUSD,1613952000000,1614124800000,2021-02-24 11:00:00
425,ACMUSDT,ACM/USDT,1613952000000,1614124800000,2021-02-24 11:00:00
426,AUCTIONBUSD,AUCTION/BUSD,1613952000000,1614211200000,2021-02-25 06:00:00
427,PHABUSD,PHA/BUSD,1613952000000,1614211200000,2021-02-25 09:00:00
428,TVKBUSD,TVK/BUSD,1613952000000,1614297600000,2021-02-26 09:00:00
429,BADGERBUSD,BADGER/BUSD,1614556800000,1614643200000,2021-03-02 08:00:00
430,BADGERUSDT,BADGER/USDT,1614556800000,1614643200000,2021-03-02 08:00:00
431,FISBUSD,FIS/BUSD,1614556800000,1614729600000,2021-03-03 08:00:00
432,FISUSDT,FIS/USDT,1614556800000,1614729600000,2021-03-03 08:00:00
433,OMBUSD,OM/BUSD,1615161600000,1615161600000,2021-03-08 09:00:00
434,OMUSDT,OM/USDT,1615161600000,1615161600000,2021-03-08 09:00:00
435,PONDBUSD,POND/BUSD,1615161600000,1615248000000,2021-03-09 08:00:00
436,PONDUSDT,POND/USDT,1615161600000,1615248000000,2021-03-09 08:00:00
437,DEGOBUSD,DEGO/BUSD,1615161600000,1615334400000,2021-03-10 11:00:00
438,DEGOUSDT,DEGO/USDT,1615161600000,1615334400000,2021-03-10 11:00:00
439,ALICEBUSD,ALICE/BUSD,1615766400000,1615766400000,2021-03-15 06:00:00
440,ALICEUSDT,ALICE/USDT,1615766400000,1615766400000,2021-03-15 06:00:00
441,CHZBUSD,CHZ/BUSD,1615161600000,1615593600000,2021-03-13 08:00:00
442,BIFIBUSD,BIFI/BUSD,1615766400000,1615852800000,2021-03-16 09:00:00
443,LINABUSD,LINA/BUSD,1615766400000,1616025600000,2021-03-18 12:00:00
444,LINAUSDT,LINA/USDT,1615766400000,1616025600000,2021-03-18 12:00:00
445,PERPBUSD,PERP/BUSD,1615766400000,1616112000000,2021-03-19 08:00:00
446,PERPUSDT,PERP/USDT,1615766400000,1616112000000,2021-03-19 08:00:00
447,RAMPBUSD,RAMP/BUSD,1616371200000,1616371200000,2021-03-22 09:00:00
448,RAMPUSDT,RAMP/USDT,1616371200000,1616371200000,2021-03-22 09:00:00
449,SUPERBUSD,SUPER/BUSD,1616371200000,1616630400000,2021-03-25 10:00:00
450,SUPERUSDT,SUPER/USDT,1616371200000,1616630400000,2021-03-25 10:00:00
451,CFXBUSD,CFX/BUSD,1616976000000,1616976000000,2021-03-29 11:00:00
452,CFXUSDT,CFX/USDT,1616976000000,1616976000000,2021-03-29 11:00:00
453,XVGBUSD,XVG/BUSD,1616976000000,1617321600000,2021-04-02 08:00:00
454,EPSBUSD,EPS/BUSD,1616976000000,1617321600000,2021-04-02 09:00:00
455,EPSUSDT,EPS/USDT,1616976000000,1617321600000,2021-04-02 09:00:00
456,AUTOBUSD,AUTO/BUSD,1616976000000,1617321600000,2021-04-02 09:00:00
457,AUTOUSDT,AUTO/USDT,1616976000000,1617321600000,2021-04-02 09:00:00
458,TKOBUSD,TKO/BUSD,1617580800000,1617753600000,2021-04-07 13:00:00
459,TKOUSDT,TKO/USDT,1617580800000,1617753600000,2021-04-07 13:00:00
460,PUNDIXUSDT,PUNDIX/USDT,1617580800000,1617926400000,2021-04-09 04:00:00
461,TLMBUSD,TLM/BUSD,1618185600000,1618272000000,2021-04-13 06:00:00
462,TLMUSDT,TLM/USDT,1618185600000,1618272000000,2021-04-13 06:00:00
463,1INCHUPUSDT,1INCHUP/USDT,1618185600000,1618444800000,2021-04-15 07:20:00
464,1INCHDOWNUSDT,1INCHDOWN/USDT,1618185600000,1618444800000,2021-04-15 07:20:00
465,BTGBUSD,BTG/BUSD,1618185600000,1618531200000,2021-04-16 07:00:00
466,BTGUSDT,BTG/USDT,1618185600000,1618531200000,2021-04-16 07:00:00
467,HOTBUSD,HOT/BUSD,1618185600000,1618531200000,2021-04-16 07:00:00
468,MIRBUSD,MIR/BUSD,1618790400000,1618790400000,2021-04-19 11:00:00
469,MIRUSDT,MIR/USDT,1618790400000,1618790400000,2021-04-19 11:00:00
470,BARBUSD,BAR/BUSD,1618790400000,1618963200000,2021-04-21 11:00:00
471,BARUSDT,BAR/USDT,1618790400000,1618963200000,2021-04-21 11:00:00
472,FORTHBUSD,FORTH/BUSD,1618790400000,1619136000000,2021-04-23 09:00:00
473,FORTHUSDT,FORTH/USDT,1618790400000,1619136000000,2021-04-23 09:00:00
474,BAKEUSDT,BAKE/USDT,1619395200000,1619740800000,2021-04-30 12:00:00
475,BURGERBUSD,BURGER/BUSD,1619395200000,1619740800000,2021-04-30 12:00:00
476,BURGERUSDT,BURGER/USDT,1619395200000,1619740800000,2021-04-30 12:00:00
477,SLPBUSD,SLP/BUSD,1619395200000,1619740800000,2021-04-30 12:00:00
478,SLPUSDT,SLP/USDT,1619395200000,1619740800000,2021-04-30 12:00:00
479,SHIBUSDT,SHIB/USDT,1620604800000,1620604800000,2021-05-10 11:00:00
480,SHIBBUSD,SHIB/BUSD,1620604800000,1620604800000,2021-05-10 11:00:00
481,ICPBUSD,ICP/BUSD,1620604800000,1620691200000,2021-05-11 01:00:00
482,ICPUSDT,ICP/USDT,1620604800000,1620691200000,2021-05-11 01:00:00
483,ARBUSD,AR/BUSD,1620604800000,1620950400000,2021-05-14 12:00:00
484,ARUSDT,AR/USDT,1620604800000,1620950400000,2021-05-14 12:00:00
485,POLSBUSD,POLS/BUSD,1621209600000,1621382400000,2021-05-19 07:00:00
486,POLSUSDT,POLS/USDT,1621209600000,1621382400000,2021-05-19 07:00:00
487,MDXBUSD,MDX/BUSD,1621814400000,1621814400000,2021-05-24 09:00:00
488,MDXUSDT,MDX/USDT,1621814400000,1621814400000,2021-05-24 09:00:00
489,MASKBUSD,MASK/BUSD,1621814400000,1621900800000,2021-05-25 06:00:00
490,MASKUSDT,MASK/USDT,1621814400000,1621900800000,2021-05-25 06:00:00
491,LPTBUSD,LPT/BUSD,1621814400000,1622160000000,2021-05-28 05:00:00
492,LPTUSDT,LPT/USDT,1621814400000,1622160000000,2021-05-28 05:00:00
493,NUBUSD,NU/BUSD,1622419200000,1622764800000,2021-06-04 05:30:00
494,NUUSDT,NU/USDT,1622419200000,1622764800000,2021-06-04 05:30:00
495,XVGUSDT,XVG/USDT,1622419200000,1622937600000,2021-06-06 10:00:00
496,RLCBUSD,RLC/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
497,CELRBUSD,CELR/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
498,ATMBUSD,ATM/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
499,ZENBUSD,ZEN/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
500,FTMBUSD,FTM/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
501,THETABUSD,THETA/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
502,WINBUSD,WIN/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
503,KAVABUSD,KAVA/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
504,XEMBUSD,XEM/BUSD,1622419200000,1622937600000,2021-06-06 10:00:00
505,ATABUSD,ATA/BUSD,1623024000000,1623024000000,2021-06-07 06:00:00
506,ATAUSDT,ATA/USDT,1623024000000,1623024000000,2021-06-07 06:00:00
507,GTCBUSD,GTC/BUSD,1623024000000,1623283200000,2021-06-10 10:00:00
508,GTCUSDT,GTC/USDT,1623024000000,1623283200000,2021-06-10 10:00:00
509,TORNBUSD,TORN/BUSD,1623024000000,1623369600000,2021-06-11 06:00:00
510,TORNUSDT,TORN/USDT,1623024000000,1623369600000,2021-06-11 06:00:00
511,COTIBUSD,COTI/BUSD,1623024000000,1623369600000,2021-06-11 10:00:00
512,KEEPBUSD,KEEP/BUSD,1623628800000,1623888000000,2021-06-17 06:00:00
513,KEEPUSDT,KEEP/USDT,1623628800000,1623888000000,2021-06-17 06:00:00
514,SCBUSD,SC/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
515,CHRBUSD,CHR/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
516,STMXBUSD,STMX/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
517,HNTBUSD,HNT/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
518,FTTBUSD,FTT/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
519,DOCKBUSD,DOCK/BUSD,1623628800000,1623974400000,2021-06-18 10:00:00
520,ERNBUSD,ERN/BUSD,1624233600000,1624320000000,2021-06-22 06:00:00
521,ERNUSDT,ERN/USDT,1624233600000,1624320000000,2021-06-22 06:00:00
522,KLAYBUSD,KLAY/BUSD,1624233600000,1624492800000,2021-06-24 08:00:00
523,KLAYUSDT,KLAY/USDT,1624233600000,1624492800000,2021-06-24 08:00:00
524,UTKBUSD,UTK/BUSD,1624233600000,1624579200000,2021-06-25 10:00:00
525,IOTXBUSD,IOTX/BUSD,1624233600000,1624579200000,2021-06-25 10:00:00
526,PHAUSDT,PHA/USDT,1624233600000,1624579200000,2021-06-25 10:00:00
527,BONDBUSD,BOND/BUSD,1625443200000,1625443200000,2021-07-05 06:00:00
528,BONDUSDT,BOND/USDT,1625443200000,1625443200000,2021-07-05 06:00:00
529,MLNBUSD,MLN/BUSD,1625443200000,1625443200000,2021-07-05 06:00:00
530,MLNUSDT,MLN/USDT,1625443200000,1625443200000,2021-07-05 06:00:00
531,DEXEUSDT,DEXE/USDT,1626652800000,1626998400000,2021-07-23 10:00:00
532,LTOBUSD,LTO/BUSD,1626652800000,1626998400000,2021-07-23 10:00:00
533,ADXBUSD,ADX/BUSD,1626652800000,1626998400000,2021-07-23 10:00:00
534,QUICKBUSD,QUICK/BUSD,1626652800000,1626998400000,2021-07-23 08:00:00
535,C98USDT,C98/USDT,1626652800000,1626998400000,2021-07-23 12:00:00
536,C98BUSD,C98/BUSD,1626652800000,1626998400000,2021-07-23 12:00:00
537,CLVBUSD,CLV/BUSD,1627257600000,1627516800000,2021-07-29 06:00:00
538,CLVUSDT,CLV/USDT,1627257600000,1627516800000,2021-07-29 06:00:00
539,QNTBUSD,QNT/BUSD,1627257600000,1627516800000,2021-07-29 06:00:00
540,QNTUSDT,QNT/USDT,1627257600000,1627516800000,2021-07-29 06:00:00
541,FLOWBUSD,FLOW/BUSD,1627257600000,1627603200000,2021-07-30 13:00:00
542,FLOWUSDT,FLOW/USDT,1627257600000,1627603200000,2021-07-30 13:00:00
543,XECBUSD,XEC/BUSD,1627862400000,1628208000000,2021-08-06 04:00:00
544,TVKUSDT,TVK/USDT,1627862400000,1628208000000,2021-08-06 10:00:00
545,MINABUSD,MINA/BUSD,1628467200000,1628553600000,2021-08-10 06:00:00
546,MINAUSDT,MINA/USDT,1628467200000,1628553600000,2021-08-10 06:00:00
547,RAYBUSD,RAY/BUSD,1628467200000,1628553600000,2021-08-10 06:00:00
548,RAYUSDT,RAY/USDT,1628467200000,1628553600000,2021-08-10 06:00:00
549,FARMBUSD,FARM/BUSD,1628467200000,1628640000000,2021-08-11 08:00:00
550,FARMUSDT,FARM/USDT,1628467200000,1628640000000,2021-08-11 08:00:00
551,ALPACABUSD,ALPACA/BUSD,1628467200000,1628640000000,2021-08-11 08:00:00
552,ALPACAUSDT,ALPACA/USDT,1628467200000,1628640000000,2021-08-11 08:00:00
553,QUICKUSDT,QUICK/USDT,1628467200000,1628812800000,2021-08-13 12:00:00
554,ORNBUSD,ORN/BUSD,1628467200000,1628812800000,2021-08-13 12:00:00
555,MBOXBUSD,MBOX/BUSD,1629072000000,1629331200000,2021-08-19 08:00:00
556,MBOXUSDT,MBOX/USDT,1629072000000,1629331200000,2021-08-19 08:00:00
557,FORUSDT,FOR/USDT,1629072000000,1629417600000,2021-08-20 10:00:00
558,REQUSDT,REQ/USDT,1629072000000,1629417600000,2021-08-20 10:00:00
559,GHSTUSDT,GHST/USDT,1629072000000,1629417600000,2021-08-20 10:00:00
560,WAXPUSDT,WAXP/USDT,1629676800000,1629676800000,2021-08-23 06:30:00
561,WAXPBUSD,WAXP/BUSD,1629676800000,1629676800000,2021-08-23 06:30:00
562,TRIBEBUSD,TRIBE/BUSD,1629676800000,1629763200000,2021-08-24 06:00:00
563,TRIBEUSDT,TRIBE/USDT,1629676800000,1629763200000,2021-08-24 06:00:00
564,GNOUSDT,GNO/USDT,1630281600000,1630281600000,2021-08-30 06:00:00
565,GNOBUSD,GNO/BUSD,1630281600000,1630281600000,2021-08-30 06:00:00
566,MTLBUSD,MTL/BUSD,1630281600000,1630627200000,2021-09-03 10:00:00
567,OGNBUSD,OGN/BUSD,1630281600000,1630627200000,2021-09-03 10:00:00
568,XECUSDT,XEC/USDT,1630281600000,1630627200000,2021-09-03 10:00:00
569,POLYBUSD,POLY/BUSD,1630886400000,1631059200000,2021-09-08 08:00:00
570,ELFUSDT,ELF/USDT,1630886400000,1631059200000,2021-09-08 08:00:00
571,DYDXUSDT,DYDX/USDT,1630886400000,1631145600000,2021-09-09 02:00:00
572,DYDXBUSD,DYDX/BUSD,1630886400000,1631145600000,2021-09-09 02:00:00
573,ELFBUSD,ELF/BUSD,1630886400000,1631145600000,2021-09-09 08:00:00
574,POLYUSDT,POLY/USDT,1630886400000,1631145600000,2021-09-09 08:00:00
575,IDEXUSDT,IDEX/USDT,1630886400000,1631145600000,2021-09-09 08:00:00
576,VIDTUSDT,VIDT/USDT,1630886400000,1631145600000,2021-09-09 08:00:00
577,USDPBUSD,USDP/BUSD,1630886400000,1631232000000,2021-09-10 04:00:00
578,USDPUSDT,USDP/USDT,1630886400000,1631232000000,2021-09-10 04:00:00
579,GALAUSDT,GALA/USDT,1631491200000,1631491200000,2021-09-13 06:00:00
580,GALABUSD,GALA/BUSD,1631491200000,1631491200000,2021-09-13 06:00:00
581,SUNBUSD,SUN/BUSD,1631491200000,1631836800000,2021-09-17 10:00:00
582,ILVUSDT,ILV/USDT,1632096000000,1632268800000,2021-09-22 06:00:00
583,ILVBUSD,ILV/BUSD,1632096000000,1632268800000,2021-09-22 06:00:00
584,RENBUSD,REN/BUSD,1632096000000,1632268800000,2021-09-22 12:00:00
585,YGGUSDT,YGG/USDT,1632096000000,1632441600000,2021-09-24 06:00:00
586,YGGBUSD,YGG/BUSD,1632096000000,1632441600000,2021-09-24 06:00:00
587,STXBUSD,STX/BUSD,1632096000000,1632441600000,2021-09-24 10:00:00
588,SYSUSDT,SYS/USDT,1632096000000,1632441600000,2021-09-24 10:00:00
589,DFUSDT,DF/USDT,1632096000000,1632441600000,2021-09-24 10:00:00
590,FETBUSD,FET/BUSD,1632096000000,1632441600000,2021-09-24 10:00:00
591,ARPABUSD,ARPA/BUSD,1632700800000,1632960000000,2021-09-30 10:00:00
592,LSKBUSD,LSK/BUSD,1632700800000,1632960000000,2021-09-30 10:00:00
593,FIDAUSDT,FIDA/USDT,1632700800000,1632960000000,2021-09-30 12:00:00
594,FIDABUSD,FIDA/BUSD,1632700800000,1632960000000,2021-09-30 12:00:00
595,DENTBUSD,DENT/BUSD,1633305600000,1633305600000,2021-10-04 10:00:00
596,FRONTUSDT,FRONT/USDT,1633305600000,1633305600000,2021-10-04 10:00:00
597,CVPUSDT,CVP/USDT,1633305600000,1633305600000,2021-10-04 10:00:00
598,AGLDBUSD,AGLD/BUSD,1633305600000,1633392000000,2021-10-05 07:00:00
599,AGLDUSDT,AGLD/USDT,1633305600000,1633392000000,2021-10-05 07:00:00
600,RADBUSD,RAD/BUSD,1633305600000,1633564800000,2021-10-07 07:00:00
601,RADUSDT,RAD/USDT,1633305600000,1633564800000,2021-10-07 07:00:00
602,HIVEBUSD,HIVE/BUSD,1633305600000,1633651200000,2021-10-08 10:00:00
603,STPTBUSD,STPT/BUSD,1633305600000,1633651200000,2021-10-08 10:00:00
604,BETABUSD,BETA/BUSD,1633305600000,1633651200000,2021-10-08 12:00:00
605,BETAUSDT,BETA/USDT,1633305600000,1633651200000,2021-10-08 12:00:00
606,RAREBUSD,RARE/BUSD,1633910400000,1633910400000,2021-10-11 06:00:00
607,RAREUSDT,RARE/USDT,1633910400000,1633910400000,2021-10-11 06:00:00
608,TROYBUSD,TROY/BUSD,1633910400000,1634256000000,2021-10-15 10:00:00
609,LAZIOUSDT,LAZIO/USDT,1634515200000,1634774400000,2021-10-21 12:00:00
610,CHESSBUSD,CHESS/BUSD,1634515200000,1634860800000,2021-10-22 06:00:00
611,CHESSUSDT,CHESS/USDT,1634515200000,1634860800000,2021-10-22 06:00:00
612,SCRTBUSD,SCRT/BUSD,1634515200000,1634860800000,2021-10-22 10:00:00
613,ADXUSDT,ADX/USDT,1635120000000,1635465600000,2021-10-29 10:00:00
614,AUCTIONUSDT,AUCTION/USDT,1635120000000,1635465600000,2021-10-29 10:00:00
615,CELOBUSD,CELO/BUSD,1635120000000,1635465600000,2021-10-29 10:00:00
616,DARUSDT,DAR/USDT,1635724800000,1635984000000,2021-11-04 08:00:00
617,DARBUSD,DAR/BUSD,1635724800000,1635984000000,2021-11-04 08:00:00
618,BNXBUSD,BNX/BUSD,1635724800000,1635984000000,2021-11-04 11:00:00
619,BNXUSDT,BNX/USDT,1635724800000,1635984000000,2021-11-04 11:00:00
620,RGTUSDT,RGT/USDT,1635724800000,1636070400000,2021-11-05 06:00:00
621,RGTBUSD,RGT/BUSD,1635724800000,1636070400000,2021-11-05 06:00:00
622,LAZIOBUSD,LAZIO/BUSD,1635724800000,1636070400000,2021-11-05 10:00:00
623,OXTBUSD,OXT/BUSD,1635724800000,1636070400000,2021-11-05 10:00:00
624,MOVRBUSD,MOVR/BUSD,1636329600000,1636329600000,2021-11-08 06:00:00
